Bairro,Endereco,Preco,Bedroom2,Bathroom
Richmond,311/45 York St,575000,2,1
Frankston,18 Wave St,574000,2,1
Hawthorn East,1/17 Auburn Gr,573000,2,1
Brunswick West,2/59 Smith St,573000,2,1
Balaclava,5/38 The Avenue,572500,2,1
Ivanhoe,6/46 Locksley Rd,572500,2,1
Mount Waverley,3/593 High Street Rd,572000,2,1
St Kilda,37/151 Fitzroy St,571000,2,1
Malvern,9/3 Irving St,570500,2,1
Notting Hill,2 Reserve Pl,570500,2,1
Bentleigh East,8a Bray Ct,570000,2,1
Carlton North,24/635 Drummond St,570000,2,1
Caulfield North,9/370 Orrong Rd,570000,2,1
Caulfield North,1/355 Alma Rd,570000,2,1
Coburg,18 Industry La,570000,2,1
Elwood,2/99 Spray St,570000,2,1
Heidelberg Heights,23 Dougharty Rd,570000,2,1
St Kilda,3/15 Mitchell St,570000,2,1
Brunswick East,28/29 Nunan St,570000,2,1
Ripponlea,8/10 Maryville St,570000,2,1
Prahran,4/38 Porter St,570000,2,1
Brunswick East,7/2 Albion St,570000,2,1
Caulfield,5/14 Briggs St,570000,2,1
Eaglemont,1/18 Cape St,570000,2,1
South Yarra,1/49 Davis Av,570000,2,1
Malvern,3/58 Cawkwell St,569000,2,1
Reservoir,3/68 Northernhay St,568000,2,1
Hawthorn East,3/23 Auburn Gr,568000,2,1
Ascot Vale,1/129 The Parade,566000,2,1
Eltham,1/44 Arthur St,566000,2,1
Werribee,17 Parker St,566000,2,1
Preston,9 Ambon St,565000,2,1
Cremorne,308/163 Cremorne St,565000,2,1
Melbourne,709/87 Franklin St,565000,2,1
Pascoe Vale,1/36 Bolingbroke St,565000,2,1
Reservoir,6/34 Ashley St,565000,2,1
Brighton East,4/141 Centre Rd,563000,2,1
Surrey Hills,5/402 Whitehorse Rd,562500,2,1
Ormond,6/32 Walsh St,562000,2,1
Essendon,3/23 Grice Cr,562000,2,1
Richmond,414/6 Lord St,561000,2,1
South Melbourne,1009/148 Wells St,561000,2,1
St Kilda,201/8 Blanche St,561000,2,1
Moonee Ponds,5/74 Holmes Rd,561000,2,1
Brighton East,4/24 Thomas St,561000,2,1
Balwyn North,5/133 Maud St,560000,2,1
Box Hill,2/30 Barkly St,560000,2,1
Footscray,2/58 Everard St,560000,2,1
Hawthorn,107/567 Glenferrie Rd,560000,2,1
North Melbourne,21/70 Oshanassy St,560000,2,1
Prahran,13/20 St Edmonds Rd,560000,2,1
St Kilda,9/12 Charnwood Rd,560000,2,1
Sunshine North,119 Warwick Rd,560000,2,1
Thornbury,1/295 Rossmoyne St,560000,2,1
Preston,1/584 Murray Rd,560000,2,1
Reservoir,57 Crevelli St,560000,2,1
Ringwood East,3/1 Mines Rd,560000,2,1
Collingwood,3/8 Forest St,560000,2,1
Cheltenham,4/163 Centre Dandenong Rd,560000,2,1
Port Melbourne,5/109 Ross St,559000,2,1
Kew,9/25 Derby St,557000,2,1
Viewbank,3/23 Christine St,556000,2,1
Clifton Hill,8/96 Spensley St,556000,2,1
Pascoe Vale,16 Burgundy St,555000,2,1
Reservoir,2/953 High St,555000,2,1
Sunshine,7 Whitty St,555000,2,1
Hawthorn East,1/21 Auburn Gr,555000,2,1
Camberwell,19/995 Burke Rd,555000,2,1
Pascoe Vale,3/152 Cumberland Rd,555000,2,1
Croydon South,23 Faraday Rd,555000,2,1
Carrum,11/26 Valetta St,553500,2,1
Glen Iris,1/1529 Malvern Rd,552000,2,1
Kew,5/13 Hope Ct,551000,2,1
South Yarra,6/21 Kensington Rd,551000,2,1
Sunshine,47 Anderson Rd,551000,2,1
Toorak,6/530 Toorak Rd,551000,2,1
Pascoe Vale,30 Downs St,550500,2,1
Coburg,61 Murray Rd,550000,2,1
Elwood,9/63 Ormond Rd,550000,2,1
Port Melbourne,404/101 Bay St,550000,2,1
South Yarra,16/384 Toorak Rd,550000,2,1
Fawkner,162 Anderson Rd,550000,2,1
North Melbourne,8/302 Abbotsford St,550000,2,1
Elsternwick,12/539 Glen Huntly Rd,550000,2,1
North Melbourne,17/198 Peel St,550000,2,1
Abbotsford,21/659 Victoria St,550000,2,1
Essendon,1/46 Richardson St,550000,2,1
South Morang,6 McGlynn Av,550000,2,1
Highett,3/46 Tibrockney St,548000,2,1
Werribee,3 Wyndham St,547000,2,1
Heidelberg,5/68 Brown St,546500,2,1
Viewbank,10/86 Graham Rd,546000,2,1
Cremorne,7/18 Kelso St,546000,2,1
Williamstown North,5/46 Kororoit Creek Rd,546000,2,1
Ascot Vale,1/91 Epsom Rd,545000,2,1
Hawthorn,3/185 Auburn Rd,545000,2,1
Carnegie,2/81 Koornang Rd,545000,2,1
Altona Meadows,22 Roach Dr,545000,2,1
Hampton,5/522 Bluff Rd,543500,2,1
Williamstown,2/77 Dover Rd,543000,2,1
Elwood,16/30 Shelley St,543000,2,1
Hadfield,11 Dickinson St,542500,2,1
Brunswick,1/21 Jones St,542000,2,1
Albion,28 Selwyn St,541000,2,1
North Melbourne,1/150 Peel St,541000,2,1
Pascoe Vale,16/43 Arndt Rd,541000,2,1
Pascoe Vale,16/43 Arndt Rd,541000,2,1
Mont Albert,6/41 Zetland Rd,540000,2,1
North Melbourne,24/302 Abbotsford St,540000,2,1
North Melbourne,3/369 Abbotsford St,540000,2,1
Glen Iris,3/14 Charles St,540000,2,1
Glen Huntly,2/1204 Glen Huntly Rd,540000,2,1
Thornbury,4/2 Dundas St,540000,2,1
Greensborough,2/5 McDowell St,540000,2,1
Coburg,4/2 Vincent St,537500,2,1
Elsternwick,14/18 King St,537000,2,1
Caulfield North,1/13 Narong Rd,536000,2,1
Malvern East,1/3 Steele St,536000,2,1
Bundoora,5/5 Greenhills Rd,536000,2,1
Ashwood,4/24 Mulgrave St,535000,2,1
Hawthorn,8/22 Connell St,535000,2,1
Melbourne,1501/87 Franklin St,535000,2,1
Middle Park,2/61 Canterbury Rd,535000,2,1
Reservoir,17 Odowd St,535000,2,1
South Yarra,8/18 Darling St,535000,2,1
St Kilda,5/42 Grey St,535000,2,1
Strathmore,11/2 Mascoma St,535000,2,1
Caulfield,3/1015 Glen Huntly Rd,535000,2,1
Collingwood,4/67 Easey St,535000,2,1
Ivanhoe East,2/3 Rotherwood Rd,535000,2,1
Cheltenham,20/310 Warrigal Rd,535000,2,1
Heidelberg,7/74 Hawdon St,534000,2,1
Seddon,204/2 Alexander St,533000,2,1
St Kilda,4/63 Carlisle St,533000,2,1
Carnegie,10/28 Moonya Rd,533000,2,1
Coburg North,2/26 Renown St,532500,2,1
Hawthorn East,6/787 Burwood Rd,532000,2,1
Rosanna,16/77 St James Rd,531000,2,1
Toorak,22/530 Toorak Rd,531000,2,1
Airport West,2/62 Clydesdale Rd,530000,2,1
Coburg North,67 Boundary Rd,530000,2,1
Preston,4/55 Regent St,530000,2,1
Reservoir,2/27 Kenilworth St,530000,2,1
Richmond,9/13 Manton St,530000,2,1
Maribyrnong,21/9 Fabian Ct,530000,2,1
Flemington,48/2 Newmarket Wy,530000,2,1
Tullamarine,3/32 Banksia Gr,530000,2,1
Glenroy,70 Beatty Av,530000,2,1
Airport West,155a Parer Rd,530000,2,1
Glen Iris,2/7 Maitland St,529500,2,1
Carrum,14 Parkside Bvd,529000,2,1
Kensington,2/75 McCracken St,528000,2,1
Balwyn,1/252 Union Rd,526000,2,1
Elwood,10/229 Brighton Rd,526000,2,1
Heidelberg Heights,522 Waterdale Rd,526000,2,1
Alphington,3/19 Harker St,525500,2,1
Caulfield South,1/19 Trevascus St,525500,2,1
Pascoe Vale,2/153 Essex St,525500,2,1
Thornbury,1/13 Mansfield St,525500,2,1
Eaglemont,1/16 Cape St,525000,2,1
Elwood,6/217 Brighton Rd,525000,2,1
Hawthorn,13/177 Power St,525000,2,1
Toorak,10/530 Toorak Rd,525000,2,1
St Kilda,6/19 Herbert St,525000,2,1
Mentone,5/94 Beach Rd,525000,2,1
Heathmont,1/34 Campbell St,525000,2,1
Glenroy,41A Morell St,525000,2,1
Malvern East,3/5 Peak St,523000,2,1
Glen Iris,6/35 Scott Gr,523000,2,1
Reservoir,4/80 Rathcown Rd,523000,2,1
Avondale Heights,1/24 Bordeaux St,522500,2,1
Doncaster,1/1 Paul St,522500,2,1
Oak Park,4/13 Sylvester St,522000,2,1
Brunswick East,4/134 Mitchell St,522000,2,1
Brunswick West,8/7 Passfield St,521500,2,1
Essendon,6/4 Ballater St,521000,2,1
Reservoir,2/33 Oconnor St,521000,2,1
Elwood,10/127 Brighton Rd,521000,2,1
Maidstone,12 Mandrel St,521000,2,1
Caulfield North,7/19 Hawthorn Rd,520500,2,1
Balaclava,1/22 Sycamore Gr,520000,2,1
Preston,1/46 Tyler St,520000,2,1
Reservoir,2/66 Pine St,520000,2,1
Surrey Hills,6/402 Whitehorse Rd,520000,2,1
West Footscray,2/746 Barkly St,520000,2,1
Ripponlea,13/209 Hotham St,520000,2,1
Pascoe Vale,2A Bolingbroke St,520000,2,1
Maidstone,3/10 Greenham St,520000,2,1
Bayswater,1/20 Church St,520000,2,1
Bayswater,1/20 Kumala Rd,520000,2,1
Elwood,12/37 Tennyson St,520000,2,1
Reservoir,2/17 Best St,520000,2,1
Heidelberg West,1 Bridgeford Ct,520000,2,1
Glen Iris,8/12 Osborne Av,519500,2,1
Reservoir,1/50 Whitelaw St,519000,2,1
Windsor,12/29 Upton Rd,518000,2,1
Toorak,34/530 Toorak Rd,517500,2,1
Hawthorn,4/178 Power St,517000,2,1
Carnegie,4/76 Railway Rd,516000,2,1
Hughesdale,1/13 Swindon Rd,516000,2,1
Heidelberg West,35 Carbeena Pde,515500,2,1
Murrumbeena,2/26 Melbourne St,515500,2,1
Airport West,3/19 Hart St,515000,2,1
Coburg,3/19 Chandos St,515000,2,1
Collingwood,5/22 Stanley St,515000,2,1
Hadfield,25 East St,515000,2,1
Kew,3/505 High St,515000,2,1
Preston,1c Oak St,515000,2,1
Brunswick,1/11 Millward St,515000,2,1
South Yarra,12/399 Toorak Rd,515000,2,1
Yarraville,2/367 Williamstown Rd,515000,2,1
Williamstown,5/77 Dover Rd,513500,2,1
Brunswick,6/139 Union St,513000,2,1
Alphington,1/14 Fulham Rd,512000,2,1
Preston,3/104 Regent St,512000,2,1
Richmond,6/33 Goodwood St,512000,2,1
Glenroy,2B Tarana Av,512000,2,1
Glen Iris,5/138 Milton Pde,511000,2,1
Airport West,2/13 North St,510000,2,1
Altona,3/26 Grieve Pde,510000,2,1
Carnegie,3/13 Emily St,510000,2,1
Fairfield,1/72 Rathmines St,510000,2,1
Pascoe Vale,2/42 Railway Pde,510000,2,1
Reservoir,28A McMahon Rd,510000,2,1
Brunswick East,2/146 Blyth St,510000,2,1
West Melbourne,207/493 Victoria St,510000,2,1
Altona North,2/16 Stapley Cr,510000,2,1
Noble Park,2/2 Bowmore Rd,510000,2,1
St Kilda,1/170 Barkly St,509000,2,1
Fairfield,11/59 Rathmines St,508000,2,1
Elwood,2/131 Brighton Rd,507000,2,1
Aberfeldie,5/257 Buckley St,507000,2,1
Ormond,1/13 Holloway St,507000,2,1
South Kingsville,1/72 Paxton St,506000,2,1
South Yarra,8/3 Barnsbury Rd,505000,2,1
Thornbury,4/305 Rossmoyne St,505000,2,1
Hawthorn East,8/423 Tooronga Rd,505000,2,1
Reservoir,4/65 Thackeray Rd,505000,2,1
Southbank,2402/163 City Rd,505000,2,1
Bundoora,6/70 Grange Bvd,505000,2,1
Croydon North,8/25 Karingal St,505000,2,1
Brunswick,9/15 Cassels Rd,505000,2,1
Ivanhoe,4/6 Linton St,504000,2,1
Glen Iris,3/1690 Malvern Rd,504000,2,1
St Kilda,3/38 Barkly St,503500,2,1
Bentleigh,5/9 Whitmuir Rd,503000,2,1
Travancore,2/9 Buckland St,503000,2,1
Balaclava,4/9 Gourlay St,502500,2,1
Reservoir,10 Zinnia St,502500,2,1
West Footscray,6/350 Somerville Rd,502000,2,1
Essendon,5/3 Violet St,502000,2,1
Heidelberg West,253 Liberty Pde,501500,2,1
Brunswick,23/10 Breese St,501000,2,1
Glen Iris,11/46 Edgar St,501000,2,1
Glen Iris,11/62 Edgar St N,501000,2,1
Brunswick East,2/38 Ethel St,501000,2,1
Chelsea,7 Chelbara Ct,501000,2,1
Reservoir,27 Banff St,500250,2,1
Abbotsford,6/219 Nicholson St,500000,2,1
Balwyn,3/18 Weir St,500000,2,1
Brunswick West,5/8 Murray St,500000,2,1
Coburg,1/38 Victoria St,500000,2,1
Malvern,6/20 Johnstone St,500000,2,1
St Kilda,10/352 Canterbury Rd,500000,2,1
Brunswick East,503/200 Lygon St,500000,2,1
Flemington,8/64 Dover St,500000,2,1
Kensington,10/2 Howlett St,500000,2,1
Hadfield,2a Geum St,500000,2,1
Hawthorn East,5/305 Riversdale Rd,500000,2,1
Glenroy,4/35 Clovelly Av,500000,2,1
South Yarra,10/14 Cromwell Rd,499000,2,1
Reservoir,1/33 McComas St,498000,2,1
Brunswick West,2/530 Victoria St,497000,2,1
Newport,5/58 Mason St,497000,2,1
Hawthorn East,3/38 Mayston St,497000,2,1
Pascoe Vale,3/238 Cumberland Rd,496000,2,1
Bentleigh East,2/25 Birdwood St,495000,2,1
Clifton Hill,3/30 Edmund St,495000,2,1
Hawthorn,303/25 Lynch St,495000,2,1
Hawthorn,3/32 Power St,495000,2,1
Pascoe Vale,4/36 Sylvan Gr,495000,2,1
Reservoir,3/41 Fordham Rd,495000,2,1
West Footscray,77 Suffolk St,495000,2,1
Coburg,41a Rennie St,495000,2,1
Carrum,20 Parkside Bvd,495000,2,1
Reservoir,4/26 Acheron Av,495000,2,1
Maribyrnong,2a Hillside Cr,495000,2,1
Maribyrnong,1/7 Grandview Av,495000,2,1
Thornbury,6/10 Dundas St,493000,2,1
Glenroy,4/39 Clovelly Av,493000,2,1
Doncaster,2/20 Wetherby Rd,492500,2,1
Kensington,403/72 Altona St,492500,2,1
Hawthorn East,8/795 Burwood Rd,492000,2,1
Williamstown,6/13 Dover Rd,491500,2,1
Brunswick,10/66 De Carle St,491000,2,1
Reservoir,1/35 George St,491000,2,1
Essendon,6/4 Balmoral St,491000,2,1
Footscray,105/64 Cross St,490000,2,1
Ivanhoe,6/105 Locksley Rd,490000,2,1
Niddrie,7/93 Hoffmans Rd,490000,2,1
Reservoir,2/16 Cheddar Rd,490000,2,1
South Melbourne,1901/50 Albert Rd,490000,2,1
Sunshine,2A Ritchie Ct,490000,2,1
Hawthorn East,5/305 Riversdale Rd,490000,2,1
Caulfield South,3/178 Sycamore St,490000,2,1
Reservoir,2/6 Merrilands Rd,490000,2,1
West Footscray,4/624 Barkly St,490000,2,1
Williamstown,9/99 Verdon St,490000,2,1
Mill Park,2 Mimosa Rd,490000,2,1
Brunswick West,7/2 Passfield St,490000,2,1
Hawthorn,7/12 Pine St,487500,2,1
St Kilda,8/12 Charnwood Rd,487500,2,1
Bentleigh East,2/3 Wonga Ct,486500,2,1
Thornbury,4/85 St David St,486000,2,1
Armadale,16/74 Denbigh Rd,486000,2,1
Hawthorn,318/6 Lisson Gr,485000,2,1
Maidstone,2/45 Cathcart St,485000,2,1
Newport,18/4 Mason St,485000,2,1
Pascoe Vale,2/60 Bolingbroke St,485000,2,1
Preston,4/22 Newcastle St,485000,2,1
Watsonia,3/8 Herbert St,485000,2,1
Ivanhoe East,11/33 Carmichael St,485000,2,1
Essendon,2/31 Leslie Rd,485000,2,1
Blackburn,3/43 The Ridge,485000,2,1
Essendon,5/3 Ballater St,485000,2,1
Brunswick West,1/30 McLean St,484000,2,1
St Kilda,15/289 Barkly St,482300,2,1
St Kilda,105/60 Wellington St,482000,2,1
St Kilda,2/6 Redan St,481000,2,1
Maribyrnong,6/11 Chifley Dr,481000,2,1
Mill Park,3/84 Mill Park Dr,480750,2,1
Malvern East,4/16 Repton Rd,480000,2,1
Oak Park,8a Pines Gr,480000,2,1
South Yarra,13/4 Gordon Gr,480000,2,1
Elwood,4/193 Brighton Rd,480000,2,1
Abbotsford,5/29 Church St,480000,2,1
Croydon,5/15 Leigh Rd,480000,2,1
Mitcham,4/12 Victoria Av,480000,2,1
Ormond,1/24 Lillimur Rd,479500,2,1
Richmond,3/24 Davison St,479000,2,1
Richmond,28/81 Edinburgh St,479000,2,1
Pascoe Vale,1/43 Surrey St,478000,2,1
Reservoir,1/173 Edwardes St,477000,2,1
Flemington,3/121 Wellington St,476000,2,1
Oak Park,1/9 Cartwright St,476000,2,1
Braybrook,11/1 Windsor St,475000,2,1
North Melbourne,13/49 Haines St,475000,2,1
Heidelberg,2/3 Andrews St,475000,2,1
Ormond,1/75 Lillimur Rd,475000,2,1
Fawkner,5/134 Lorne St,475000,2,1
Mill Park,57 Hawkes Dr,475000,2,1
Tullamarine,3/248 Melrose Dr,475000,2,1
Balaclava,2/19 Camden St,474000,2,1
Pascoe Vale,2 Virginia St,474000,2,1
Windsor,8/14 Newry St,474000,2,1
Brunswick West,4/1 Allard St,473000,2,1
Prahran,5/60 Chomley St,473000,2,1
Jacana,17 Sunset Bvd,472500,2,1
Maidstone,18 Pullar St,472500,2,1
Doveton,33 Kanooka Gr,472500,2,1
Coburg,5/228 Reynard St,472000,2,1
Hampton East,4/332 South Rd,472000,2,1
Hughesdale,3/9 Clapham Rd,472000,2,1
Armadale,7/844 Malvern Rd,471500,2,1
Northcote,16/341 Heidelberg Rd,471250,2,1
Brunswick West,2/13 Walker St,471000,2,1
Mordialloc,6/9 McDonald St,470500,2,1
Sunshine,69a Monash St,470000,2,1
Thornbury,4/73 Flinders St,470000,2,1
Aberfeldie,8/257 Buckley St,470000,2,1
West Footscray,12/624 Barkly St,470000,2,1
Aberfeldie,3/4 Combermere St,470000,2,1
Yarraville,1/17 Gordon Pde,470000,2,1
Reservoir,3/80 Rathcown Rd,470000,2,1
Avondale Heights,1/75 Canning St,470000,2,1
Carnegie,15/225 Koornang Rd,468250,2,1
Hadfield,2/22 Volga St,468000,2,1
Reservoir,6/767 High St,468000,2,1
Maidstone,18 Pullar St,468000,2,1
Essendon,6/23 Daisy St,468000,2,1
Thomastown,1/7 Wilgah St,467000,2,1
Coburg,7/13 Clarendon St,466000,2,1
Thornbury,7/9 Hammond St,466000,2,1
Box Hill,1/35 Kent Rd,466000,2,1
Westmeadows,215 Johnstone St,466000,2,1
Alphington,2/5 Yarana Rd,465000,2,1
Carnegie,2/22 Kokaribb Rd,465000,2,1
Glenroy,3/27 Gladstone Pde,465000,2,1
Heidelberg West,262 Liberty Pde,465000,2,1
Ivanhoe,6/11 Rose St,465000,2,1
Reservoir,2/2 Leamington St,465000,2,1
St Kilda,2/63 Carlisle St,465000,2,1
Williamstown,8/97 Verdon St,465000,2,1
Footscray,5/49 Napier St,465000,2,1
Heidelberg West,7/459 Waterdale Rd,463000,2,1
Hawthorn,2/155 Power St,463000,2,1
Airport West,4/54 Hawker St,462500,2,1
St Kilda,10/78 Barkly St,462500,2,1
Thornbury,1/73 Flinders St,462000,2,1
Essendon,5/322 Buckley St,460000,2,1
Hadfield,21 Volga St,460000,2,1
Albion,3 Barclay St,460000,2,1
Mill Park,2/2 Comeram Ct,460000,2,1
Oak Park,4/4 Ethel St,460000,2,1
Brunswick West,2/7 Gordon St,460000,2,1
Thomastown,3/3 Travers St,460000,2,1
Essendon,7/18 Raleigh St,457000,2,1
Niddrie,4/67 Hoffmans Rd,457000,2,1
Epping,2a Supply Dr,457000,2,1
Essendon,4/23 Fletcher St,456000,2,1
West Footscray,5/652 Barkly St,456000,2,1
Carnegie,1/60 Mimosa Rd,455000,2,1
Hughesdale,3/14 Rugby Rd,455000,2,1
St Kilda,6/4 Gurner St,455000,2,1
Mentone,1/107 Warrigal Rd,455000,2,1
Footscray,6/6 Rosamond Rd,455000,2,1
Airport West,6/6 Etzel St,454000,2,1
Epping,1/4 Grimwade Ct,454000,2,1
Essendon,4/10 Ardoch St,453000,2,1
Epping,14A Supply Dr,452500,2,1
Flemington,2/121 Wellington St,452500,2,1
Doncaster,4/20 Wetherby Rd,452000,2,1
Pascoe Vale,5/19 Raeburn St,452000,2,1
Reservoir,3/14 Aberdeen St,452000,2,1
Rosanna,6/3 Prospect Rd,452000,2,1
Melbourne,402/455 Elizabeth St,452000,2,1
Coburg,3/30 Shaftsbury St,451000,2,1
South Morang,5 Mavora Pl,451000,2,1
Airport West,2/252 Parer Rd,450000,2,1
Carnegie,5/102 Oakleigh Rd,450000,2,1
Caulfield North,15/496 Dandenong Rd,450000,2,1
Collingwood,8/122 Sackville St,450000,2,1
Heidelberg West,12 Corvette St,450000,2,1
Ivanhoe,1/100 St Elmo Rd,450000,2,1
Reservoir,3/36 Myrtle Gr,450000,2,1
Seddon,24/294 Nicholson St,450000,2,1
Thornbury,2/2 Dundas St,450000,2,1
Williamstown,5/72 Dover Rd,450000,2,1
West Footscray,5/14 Busch St,450000,2,1
Flemington,16/60 Farnham St,450000,2,1
Hawthorn,8/3 Kooyongkoot Rd,450000,2,1
Glen Huntly,1/1110 Glen Huntly Rd,450000,2,1
Moonee Ponds,3/22 Grandison St,450000,2,1
Altona,3/46 Sargood St,447000,2,1
Malvern East,3/919 Dandenong Rd,447000,2,1
Essendon,15/18 Raleigh St,446000,2,1
Brunswick,9/33 Staley St,445000,2,1
Essendon,2/4 Balmoral St,445000,2,1
Fairfield,7/59 Rathmines St,445000,2,1
Brunswick East,310/330 Lygon St,445000,2,1
Glen Huntly,201/1177 Glen Huntly Rd,445000,2,1
Fawkner,6/119 Anderson Rd,445000,2,1
Noble Park,2/21 Marna Ct,445000,2,1
Dandenong,1/4 MacPherson St,445000,2,1
Hawthorn,4/167 Riversdale Rd,445000,2,1
Reservoir,30 Elinda Pl,445000,2,1
Hawthorn East,16/799 Burwood Rd,444000,2,1
Heidelberg West,17/459 Waterdale Rd,444000,2,1
Lalor,2/7 Cooma Ct,444000,2,1
Ascot Vale,12/9 Milton St,442000,2,1
Aberfeldie,6/8 Arthur St,442000,2,1
Glen Huntly,2/1110 Glen Huntly Rd,442000,2,1
Heidelberg West,163 Dougharty Rd,440500,2,1
Airport West,145a Victory Rd,440000,2,1
Ascot Vale,4/27 Roseberry St,440000,2,1
Avondale Heights,2/10 Military Rd,440000,2,1
Essendon,5/8 Violet St,440000,2,1
Kingsville,2/15 Edgar St,440000,2,1
Gardenvale,7/32 Gardenia Rd,440000,2,1
Essendon,3/18 Balmoral St,440000,2,1
Yarraville,3/367 Williamstown Rd,440000,2,1
Moonee Ponds,907/341 Ascot Vale Rd,439000,2,1
Fairfield,4/28 Rushall St,438000,2,1
West Footscray,12/32 Argyle St,438000,2,1
Kensington,112/86 Altona St,438000,2,1
Ormond,6/16 Walsh St,437500,2,1
Epping,2/4 Grimwade Ct,437000,2,1
Preston,6/383 Gilbert Rd,436000,2,1
Reservoir,3/16 McComas St,436000,2,1
Brunswick West,18/180 Union St,435000,2,1
Carnegie,6/7 Judd St,435000,2,1
Essendon,4/20 William St,435000,2,1
Sunshine North,38 Warwick Rd,435000,2,1
Brunswick East,201/218 Lygon St,435000,2,1
Murrumbeena,6/21 Adelaide St,435000,2,1
Hawthorn East,16/330 Riversdale Rd,435000,2,1
Glenroy,3/42 Harold St,435000,2,1
Dandenong,2/1 Clement St,435000,2,1
Moonee Ponds,1/53 Buckley St,435000,2,1
Glenroy,3/4 Murrell St,434500,2,1
Coburg,8/6 McKay St,434000,2,1
Reservoir,1/14 Ludeman Ct,433000,2,1
Thornbury,5/82 Gooch St,432500,2,1
Ascot Vale,3/28 Ormond Rd,432000,2,1
Reservoir,7/47 Storey Rd,432000,2,1
Epping,10A Cabot Dr,432000,2,1
Reservoir,1/23 George St,431000,2,1
St Kilda,5/46 Greeves St,431000,2,1
Maribyrnong,8 Parade Sq,431000,2,1
Broadmeadows,1/34 Kitchener St,431000,2,1
Dandenong,2/67 Herbert St,431000,2,1
Hawthorn,10/28 Wattle Rd,430000,2,1
Reservoir,4/77 Pine St,430000,2,1
Rosanna,11/77 McCrae Rd,430000,2,1
South Yarra,11/276 Domain Rd,430000,2,1
St Kilda,1/76 Carlisle St,430000,2,1
Maribyrnong,20/9 Fabian Ct,429000,2,1
Sunshine North,2/51 Cary St,429000,2,1
Brunswick,8/55 De Carle St,428000,2,1
Mill Park,2/7 Bradley Dr,428000,2,1
Reservoir,4/1 Ashley St,427500,2,1
Pascoe Vale,10/43 Arndt Rd,427500,2,1
Berwick,3 Poa Mw,426000,2,1
Frankston,2/2 Kelman St,426000,2,1
Ascot Vale,2/25 Harold St,425500,2,1
Altona,4/5 Rose St,425000,2,1
Kensington,301/84 Altona St,425000,2,1
Maribyrnong,3/41 Pridham St,425000,2,1
Reservoir,1 Nisbett St,425000,2,1
Sunshine,4/162 Cornwall Rd,425000,2,1
Cheltenham,4/3 MacKenzie St,425000,2,1
Epping,8 Oriano St,425000,2,1
Reservoir,1/5 Daventry St,424000,2,1
Glenroy,3/43 Grandview St,422000,2,1
Altona North,3/66 Marion St,421000,2,1
Mill Park,1/6 Patmore Ct,421000,2,1
Airport West,5/1 Lock St,421000,2,1
Flemington,5/121 Wellington St,420500,2,1
Murrumbeena,1/5 Dunoon St,420500,2,1
Essendon,2/1 Forrester St,420000,2,1
Maribyrnong,4/47 Middle Rd,420000,2,1
Reservoir,5/2 Griffiths St,420000,2,1
Heidelberg,13/77 Rosanna Rd,420000,2,1
Albion,1/141 Anderson Rd,420000,2,1
Essendon,3/15 Woodvale Cl,420000,2,1
Jacana,9a Bessell Ct,420000,2,1
Richmond,221/253 Bridge Rd,419000,2,1
Hawthorn,5/576 Glenferrie Rd,418000,2,1
Epping,2/8 Zurzolo Tce,417500,2,1
Glenroy,3/48 William St,417000,2,1
Balaclava,3/20 Orange Gr,416000,2,1
Reservoir,6/13 Fyfe St,416000,2,1
Essendon North,5/15 Bulla Rd,415500,2,1
Carnegie,2/11 Maroona Rd,415000,2,1
Williamstown,24/18 Station Rd,415000,2,1
West Footscray,5/28 Hampton Pde,415000,2,1
Altona Meadows,1/47 Tatman Dr,415000,2,1
Craigieburn,157 Wattletree St,414000,2,1
Fawkner,1/1 Clara St,412000,2,1
Essendon,5/23 Daisy St,411000,2,1
Brunswick,11/97 Brickworks Dr,410000,2,1
Maribyrnong,44 Blair St,410000,2,1
Moonee Ponds,6/9 St James St,410000,2,1
Reservoir,1/40 McComas St,410000,2,1
Lalor,2/70 David St,410000,2,1
Brooklyn,28a Millers Rd,410000,2,1
Maribyrnong,19/9 Fabian Ct,408000,2,1
Thomastown,2/1 Charles St,407000,2,1
Thomastown,49/90 Edgars Rd,406500,2,1
Reservoir,3/963 High St,406000,2,1
Bentleigh,6/25 Vickery St,405000,2,1
Essendon,3/136 Hoffmans Rd,405000,2,1
Reservoir,3/38 Barton St,405000,2,1
Reservoir,1/9 Daventry St,405000,2,1
Hoppers Crossing,2/61 Hogans Rd,405000,2,1
Brunswick West,5/22 Whitby St,403000,2,1
Epping,2/18 Hall St,402500,2,1
Reservoir,3/66 Darebin Bvd,401000,2,1
Mordialloc,3/44 Cedric St,401000,2,1
Wollert,16 Allendale Av,401000,2,1
Brunswick,3/9 Austin Tce,400000,2,1
Brunswick West,3/447 Brunswick Rd,400000,2,1
Hampton East,9/12 Bartlett St,400000,2,1
Broadmeadows,2/36 Blair St,400000,2,1
Maribyrnong,8/10 Middle Rd,399000,2,1
Yarraville,10/51 Stephen St,397000,2,1
Mill Park,1/59 Heritage Dr,397000,2,1
Essendon North,2/17 Bulla Rd,396000,2,1
Reservoir,42 Elinda Pl,395000,2,1
Footscray,5/248 Gordon St,395000,2,1
